Location,Order Id,Order #,Checks,Opened,# of Guests,Tab Names,Server,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
Cupertino,600000034618446900,1,1,1/13/25 10:27 AM,1,,Yafang Chen,,None,,Breakfast,Dine In,0.00,0.00,0.00,0.00,0.00,0.00,true,1/13/25 10:48 AM,1/13/25 10:48 AM,00:20:32,In Store
Cupertino,600000034618568466,2,2,1/13/25 10:48 AM,1,,Yafang Chen,,None,,Breakfast,Dine In,0.00,0.00,0.00,0.00,0.00,0.00,true,1/13/25 10:53 AM,1/13/25 10:53 AM,00:04:24,In Store
Cupertino,600000034618621720,3,3,1/13/25 10:53 AM,1,,Yafang Chen,,None,,Breakfast,Dine In,0.00,0.00,0.00,0.00,0.00,0.00,true,1/13/25 10:55 AM,1/13/25 10:55 AM,00:02:10,In Store
Cupertino,600000034618922579,5,5,1/13/25 11:13 AM,1,DD e5ead7e8 Kristin S,Default Online Ordering,,Doordash,,Lunch,DoorDash - Delivery,0.00,78.20,6.68,0.00,0.00,84.88,false,1/13/25 11:13 AM,1/13/25 11:13 AM,00:00:00,API
Cupertino,600000034619325390,7,7,1/13/25 11:32 AM,1,,Default Online Ordering,A7,Dining Room,Dining Room,Lunch,Dine In,0.00,16.99,1.55,0.00,0.00,18.54,false,1/13/25 12:32 PM,1/13/25 12:32 PM,00:59:40,Order-and-Pay-at-Table
Cupertino,600000034619345783,9,9,1/13/25 11:34 AM,1,,Default Online Ordering,A7,Dining Room,Dining Room,Lunch,Dine In,0.00,16.99,1.55,2.78,0.00,21.32,false,1/13/25 12:33 PM,1/13/25 12:33 PM,00:59:05,Order-and-Pay-at-Table
Cupertino,600000034619351171,6,6,1/13/25 11:28 AM,1,,Default Online Ordering,A4,Dining Room,Dining Room,Lunch,Dine In,0.00,87.35,7.99,19.07,0.00,114.41,false,1/13/25 12:23 PM,1/13/25 12:23 PM,00:54:36,Order-and-Pay-at-Table
Cupertino,600000034619416480,8,8,1/13/25 11:33 AM,1,,Default Online Ordering,A7,Dining Room,Dining Room,Lunch,Dine In,0.00,15.20,1.39,0.00,0.00,16.59,false,1/13/25 12:31 PM,1/13/25 12:31 PM,00:57:55,Order-and-Pay-at-Table
Cupertino,600000034619525406,10,10,1/13/25 11:34 AM,1,,Default Online Ordering,A7,Dining Room,Dining Room,Lunch,Dine In,0.00,16.99,1.55,2.78,0.00,21.32,false,1/13/25 12:33 PM,1/13/25 12:33 PM,00:59:35,Order-and-Pay-at-Table
Cupertino,600000034619562559,11,11,1/13/25 11:36 AM,1,DD 6476d01f Jie Z,Default Online Ordering,,Doordash,,Lunch,DoorDash - Delivery,0.00,46.55,3.79,0.00,0.00,50.34,false,1/13/25 11:36 AM,1/13/25 11:36 AM,00:00:00,API
Cupertino,600000034619565024,12,12,1/13/25 11:38 AM,1,SF 6e3a2928 PickUp-s c,Default Online Ordering,,Doordash,,Lunch,DoorDash - Takeout,0.00,27.20,2.48,2.72,0.00,32.40,false,1/13/25 11:38 AM,1/13/25 11:39 AM,00:00:00,API
