Location,Order Id,Order #,Checks,Opened,# of Guests,Tab Names,Server,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
Cupertino,600000035496887101,2,2,2/9/25 11:23 AM,2,,chi van,A2,Dining Room,Dining Room,Lunch,Dine In,0.00,57.85,5.29,0.00,0.00,63.14,false,2/9/25 12:07 PM,2/9/25 12:07 PM,00:43:33,In Store
Cupertino,600000035496895970,3,3,2/9/25 11:24 AM,3,,chi van,A4,Dining Room,Dining Room,Lunch,Dine In,0.00,52.05,4.76,10.23,0.00,67.04,false,2/9/25 11:57 AM,2/9/25 11:57 AM,00:33:47,In Store
Cupertino,600000035497217021,4,4,2/9/25 11:36 AM,1,DD ba0e669d Chung-Yi L,Default Online Ordering,,Doordash,,Lunch,DoorDash - Delivery,0.00,51.80,4.27,0.00,0.00,56.07,false,2/9/25 11:36 AM,2/9/25 11:37 AM,00:00:00,API
Cupertino,600000035497264022,5,5,2/9/25 11:38 AM,1,,Default Online Ordering,A5,Dining Room,Dining Room,Lunch,Dine In,0.00,66.40,6.08,14.50,0.00,86.98,false,2/9/25 12:06 PM,2/9/25 12:06 PM,00:28:33,Order-and-Pay-at-Table
Cupertino,600000035497871949,8,8,2/9/25 11:55 AM,1,,Default Online Ordering,A3,Dining Room,Dining Room,Lunch,Dine In,0.00,21.40,1.96,4.20,0.00,27.56,false,2/9/25 12:21 PM,2/9/25 12:21 PM,00:26:01,Order-and-Pay-at-Table
Cupertino,600000035497926452,6,6,2/9/25 11:48 AM,1,,Default Online Ordering,D1,Dining Room,Dining Room,Lunch,Dine In,0.00,33.95,3.11,6.67,0.00,43.73,false,2/9/25 12:16 PM,2/9/25 12:16 PM,00:28:31,Order-and-Pay-at-Table
Cupertino,600000035497958367,7,7,2/9/25 11:48 AM,7,,chi van,B1,Dining Room,Dining Room,Lunch,Dine In,0.00,142.20,12.98,23.28,0.00,178.46,false,2/9/25 12:53 PM,2/9/25 12:53 PM,01:04:28,In Store
Cupertino,600000035498261805,9,9,2/9/25 11:58 AM,1,,Default Online Ordering,A3,Dining Room,Dining Room,Lunch,Dine In,0.00,19.90,1.82,3.91,0.00,25.63,false,2/9/25 12:22 PM,2/9/25 12:22 PM,00:24:08,Order-and-Pay-at-Table
Cupertino,600000035498261817,10,10,2/9/25 12:00 PM,1,,Default Online Ordering,A1,Dining Room,Dining Room,Lunch,Dine In,0.00,35.10,3.21,5.75,0.00,44.06,false,2/9/25 12:17 PM,2/9/25 12:17 PM,00:17:38,Order-and-Pay-at-Table
Cupertino,600000035498398669,13,13,2/9/25 12:02 PM,1,SF 1a11e63e PickUp-Josselin L,Default Online Ordering,,Doordash,,Lunch,DoorDash - Takeout,0.00,17.25,1.57,0.00,0.00,18.82,false,2/9/25 12:02 PM,2/9/25 12:03 PM,00:00:00,API
